name,city,state,type,established_year,nirf_ranking,naac_grade,courses_offered,faculty_count,student_faculty_ratio,avg_annual_fee,hostel_fee,scholarship_available,placement_rate,avg_package_lpa,highest_package_lpa,companies_visiting,campus_area_acres,has_library,has_hostel,has_sports,has_wifi,has_lab,has_hospital,acceptance_rate,entrance_exams_accepted,total_intake
Global Academy of Architecture Dimapur,Dimapur,Nagaland,Private,2015,,B+,185,1396,0.9,194619,80001,True,54.2,2.24,5.91,77,1375.4,False,False,True,True,True,True,70.2,GATE,1286
Government Polytechnic Imphal,Imphal,Manipur,Government,1890,181,A+,8,795,1.5,,69709,False,82.3,,,624,,False,False,False,False,False,True,73.8,JEE Advanced,1216
Academy of Applied Sciences Solan,Solan,Himachal Pradesh,Deemed,1895,1,B+,122,1037,6.0,975029,97572,True,94.2,13.42,54.93,691,472.1,True,True,False,True,True,True,66.7,NEET UG,6182
Prime College of Management Bellary,Bellary,Karnataka,Private,1854,132,B+,115,899,5.9,708354,24699,True,67.5,9.81,50.52,62,1818.9,False,False,False,False,True,True,42.4,KCET,5313
Bose Institute of Management Mohali,Mohali,Punjab,Private,1870,179,A+,170,1091,0.3,449189,69160,True,64.4,10.6,63.5,274,1339.7,True,False,True,False,True,False,71.6,WBJEE,291
Ashoka University,Sonipat,Haryana,Private,2014,295,A,170,1332,0.4,248317,121558,True,38.5,3.18,15.87,352,166.6,False,True,True,False,False,True,8.9,Ashoka Aptitude,500
Government Model College Kannur,Kannur,Kerala,Government,1941,151,B++,26,911,4.5,16844,142100,True,79.6,14.58,99.78,254,470.0,False,False,True,False,True,False,26.5,CLAT,4101
National Institute of Technology Silchar,Silchar,Assam,Government,1967,383,A,142,954,0.6,,173862,False,50.3,4.64,29.35,505,864.1,False,False,False,False,True,True,47.4,JEE Main,600
Srinivasa College of Management and Research Aizawl,Aizawl,Mizoram,Private,1964,394,B++,223,439,1.9,,52237,True,30.9,4.01,19.46,681,2179.7,False,False,False,False,False,False,67.2,BITSAT,850
District Social Work College Hyderabad,Hyderabad,Telangana,Government,1976,,B+,208,195,17.9,62684,175596,False,,7.49,41.29,162,325.4,False,True,False,True,True,False,51.8,SRMJEEE,3489
District Veterinary Science College Patiala,Patiala,Punjab,Govt,1893,498,B++,5,190,41.8,,163613,True,42.1,3.32,9.67,124,2455.0,False,False,False,True,False,True,59.7,NATA,7947
Chandigarh Government Architecture College,Chandigarh,Chandigarh,Government,2011,,B++,240,1001,3.4,48869,163890,True,65.2,12.07,50.3,633,548.5,True,False,True,False,False,False,17.7,GATE,3379
Radhakrishnan College of Computer Science and Research Bareilly,Bareilly,Uttar Pradesh,Private,1892,,B+,143,351,3.9,,63420,True,91.4,27.18,85.11,634,1061.2,False,True,False,True,False,True,18.0,WBJEE,1360
Aurobindo Institute of Veterinary Science Berhampur,Berhampur,Odisha,Private,1919,241,A+,37,875,4.1,444659,108621,True,60.6,8.64,47.06,659,2202.0,False,False,True,True,True,False,49.4,AP EAMCET,3617
Vidyasagar College of Applied Sciences and Research Silchar,Silchar,Assam,Private,2019,71,B++,213,1378,5.1,1497005,114753,True,90.9,,,190,716.5,False,False,True,False,True,True,17.4,BITSAT,7088
Bharati Institute of Nursing Kozhikode,Kozhikode,Kerala,Private,1981,443,A,19,289,10.6,143490,21316,True,32.6,5.08,17.74,70,607.5,False,True,True,True,False,True,27.2,University Entrance,3061
Sri Laxmi Institute of Arts Namchi,Namchi,Sikkim,Private,1931,,A++,131,591,9.5,250004,106497,False,65.4,5.42,15.82,677,90.6,False,False,False,False,True,False,15.2,UPSEE,5627
Autonomous College of Ayurveda Rewa,Rewa,Madhya Pradesh,Autonomous,1899,427,A,149,128,4.2,131532,157851,True,49.3,2.27,6.7,481,75.8,True,False,False,True,False,False,52.1,SRMJEEE,534
Academy of Fine Arts Itanagar,Itanagar,Arunachal Pradesh,Deemed,1881,173,A,174,1132,0.6,150103,177146,False,67.3,9.57,39.27,497,1396.8,True,True,True,False,True,False,13.9,TS EAMCET,735
Autonomous College of Social Work Shillong,Shillong,Meghalaya,Autonomous,1875,,A+,155,777,8.7,195910,73734,True,56.4,6.61,45.55,383,1346.2,True,True,True,True,True,True,14.5,CLAT,6754
Lakshmi Academy of Architecture Jorhat,Jorhat,Assam,Deemed,1961,,B++,44,667,1.8,214728,151104,True,,5.81,16.07,418,1307.1,False,True,False,False,False,False,67.8,NEET UG,1225
Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,Government,1959,199,A++,68,325,2.8,80435,123712,True,85.3,11.43,31.03,584,1348.4,True,True,True,False,True,True,63.7,JEE Advanced,900
Government Model College Karaikal,Karaikal,Puducherry,Government,1889,5,B+,107,897,2.0,181984,162508,True,92.4,21.06,83.98,245,611.2,True,True,True,True,True,False,26.2,COMEDK,1772
Modern Institute of Commerce Jamshedpur,Jamshedpur,Jharkhand,Private,1867,120,A,38,582,0.5,314802,60464,True,56.7,8.95,21.53,206,1353.6,False,False,True,False,True,False,7.6,TS EAMCET,293
Government Architecture College Thrissur,Thrissur,Kerala,Government,1927,101,B++,39,895,7.7,55981,77650,True,80.8,11.99,79.36,495,467.8,False,True,True,True,False,False,72.0,WBJEE,6849
Global Academy of Dental Sciences Imphal,Imphal,Manipur,Private,1974,248,B++,129,222,21.2,578410,166538,True,,5.67,33.33,273,2496.1,True,True,True,True,True,True,7.1,WBJEE,4712
Academy of Homeopathy Nainital,Nainital,Uttarakhand,Deemed,1923,23,B++,174,492,0.2,567613,159769,True,94.9,18.3,57.14,473,2164.2,True,True,True,True,True,True,8.9,CLAT,120
Excel Institute of Law Khammam,Khammam,Telangana,Private,1923,62,B++,130,148,44.7,216349,138976,True,56.1,6.26,31.08,323,,False,True,True,True,False,False,30.6,NEET UG,6611
Chandra College of Commerce and Research Baramulla,Baramulla,Jammu & Kashmir,Private,1971,,B+,49,53,6.5,714720,38597,True,71.4,7.11,20.77,250,1375.4,True,False,True,False,True,True,37.9,WBJEE,342
State Institute of Applied Sciences Puducherry,Puducherry,Puducherry,Government,1995,,A,73,1464,0.4,24346,38209,True,58.3,3.53,13.72,225,2373.6,False,True,True,False,True,False,47.2,JEE Advanced,546
Government College of Law Kurukshetra,Kurukshetra,Haryana,Government,2020,,B++,186,1375,1.7,10291,43672,False,45.2,5.99,19.59,237,2146.4,True,True,False,False,False,False,58.1,VITEEE,2364
Anantnag Government Medical Sciences College,Anantnag,Jammu & Kashmir,Government,1921,191,A++,207,361,2.7,69817,64879,False,82.5,7.2,25.03,663,2382.0,False,True,False,False,True,False,77.1,CAT,970
Prime College of Technology Gangtok,Gangtok,Sikkim,Private,1879,374,B+,119,105,30.4,154790,53948,True,55.1,2.15,10.94,149,1808.1,True,False,False,True,True,True,56.6,CUET,3194
Government Model College Shillong,Shillong,Meghalaya,Government,1853,188,B,197,801,4.8,72657,46483,True,78.6,13.01,67.76,126,1194.8,False,False,False,False,False,False,36.4,MHT CET,3867
Academy of Ayurveda Nagpur,Nagpur,Maharashtra,Deemed,1891,79,B+,217,1452,1.3,413917,77963,True,73.3,8.67,41.56,548,2115.5,True,True,True,False,False,False,60.9,CUET,1844
Government Model College Puducherry,Puducherry,Puducherry,Government,2015,40,B+,6,523,8.4,121186,124023,True,94.6,23.31,58.8,507,1673.2,False,False,True,False,False,False,20.2,CUET,4414
Bhilai Institute of Science,Bhilai,Chhattisgarh,private,1923,274,A,133,805,4.6,328299,131391,True,28.1,2.68,14.72,62,151.3,False,True,False,True,True,True,61.7,NATA,3671
Netaji Subhas University of Technology,New Delhi,Delhi,Government,1983,171,A+,17,80,12.5,85088,32736,True,78.7,5.48,13.92,128,1043.1,True,True,True,True,True,True,32.9,JEE Main,1000
Uttar Pradesh State Agriculture College Lucknow,Lucknow,Uttar Pradesh,Government,1909,,A,167,1215,2.1,37515,94201,True,38.5,3.61,17.55,43,1387.1,True,True,False,True,True,True,24.2,State Level,2591
Sri Aryabhata Institute of Ayurveda Nagaon,Nagaon,Assam,Private,1883,,A,112,1208,2.2,372629,123922,False,48.0,4.82,16.3,172,613.2,True,True,False,True,True,False,65.4,Own Entrance,2681
Rewa Institute of Fashion Design,Rewa,Madhya Pradesh,Private,1990,268,B++,126,,,123337,94576,True,36.0,3.43,17.61,437,2322.8,True,False,False,True,True,True,77.8,KCET,4473
Deemed Institute of Law Imphal,Imphal,Manipur,Deemed,2016,50,A,205,316,8.2,548091,90690,True,56.0,5.5,24.9,167,61.1,True,True,True,True,False,True,11.7,AP EAMCET,2583
Puducherry Technology Autonomous College,Puducherry,Puducherry,Autonomous,1865,420,B++,92,1451,1.5,145019,54915,True,22.8,3.07,9.15,191,2430.8,True,False,True,True,True,True,35.9,CUET,2204
Deemed Institute of Fine Arts Itanagar,Itanagar,Arunachal Pradesh,Deemed,1867,151,,9,303,10.5,184479,148478,False,,5.56,30.56,387,2445.7,True,True,False,False,False,True,26.4,NATA,3167
Nashik Government Commerce College,Nashik,Maharashtra,Government,1979,176,A+,162,69,51.5,23914,165459,True,74.3,13.65,87.4,325,201.4,False,True,False,True,False,False,64.3,SRMJEEE,3554
Academy of Engineering Visakhapatnam,Visakhapatnam,Andhra Pradesh,Deemed,1925,16,A+,118,1160,6.2,1443667,126709,False,81.4,15.98,98.53,188,812.4,True,True,False,False,True,True,3.9,NEET UG,7239
Cuttack Autonomous College of Architecture,Cuttack,Odisha,Autonomous,1898,,A,204,1478,3.2,63240,114762,False,,4.05,16.09,80,1056.4,False,True,False,False,True,True,46.9,CLAT,4702
Puducherry State Science College Puducherry,Puducherry,Puducherry,Govt,1913,153,B++,191,1185,1.4,,46265,True,42.4,3.36,9.03,490,1093.7,True,False,False,True,True,False,66.4,CLAT,1700
Indian Institute of Management Ahmedabad,Ahmedabad,Gujarat,Government,1961,,A++,150,161,2.5,71120,63511,True,79.2,12.85,77.97,369,1331.6,True,True,True,True,True,True,51.1,CAT,400
Government Dental Sciences College Vasco da Gama,Vasco da Gama,Goa,Government,1985,169,A,78,496,3.9,60972,119327,True,73.1,6.17,16.89,219,2298.0,True,True,True,True,True,True,24.1,MHT CET,1932
Government Physical Education College Ludhiana,Ludhiana,Punjab,Government,1895,278,B++,53,554,12.4,30663,105249,True,50.9,2.18,12.18,413,629.5,False,True,True,False,False,True,19.1,JEE Advanced,6885
Chandigarh Institute of Law,Chandigarh,Chandigarh,Private,1926,,B+,15,1308,2.1,401494,67944,False,63.0,4.9,14.74,498,87.5,True,True,True,True,True,True,72.4,VITEEE,2705
Government Pharmacy College Meerut,Meerut,Uttar Pradesh,Government,1959,,B++,209,1415,2.8,243721,84552,False,90.3,17.57,87.12,103,2113.1,False,False,True,False,False,False,83.5,UPSEE,3904
Deemed Institute of Agriculture Sambalpur,Sambalpur,Odisha,Deemed,2018,231,A,231,566,9.2,245002,32869,True,74.0,5.2,11.27,276,1238.2,True,True,True,True,True,True,34.4,KCET,5207
Autonomous College of Hotel Management Siliguri,Siliguri,West Bengal,Autonomous,2013,105,A,215,61,121.3,239895,169710,True,68.3,8.02,33.74,433,1985.3,False,False,False,False,False,True,38.1,CAT,7402
Autonomous College of Dental Sciences Sikar,Sikar,Rajasthan,Autonomous,1885,220,B+,146,1360,1.8,108921,68464,True,43.5,2.11,11.32,158,702.3,False,False,True,True,False,True,52.1,VITEEE,2491
Government Model College Dharamsala,Dharamsala,Himachal Pradesh,Government,1923,,B,94,279,27.4,15814,93859,True,,4.34,11.49,186,2314.3,True,False,True,False,False,False,74.2,COMEDK,7646
Gwalior Institute of Law (Deemed),Gwalior,Madhya Pradesh,Deemed,1993,115,A++,114,747,5.0,554485,90076,True,52.2,6.73,20.83,353,1990.7,True,True,True,True,True,True,43.1,NATA,3707
National Institute of Technology Kurukshetra,Kurukshetra,Haryana,Government,1963,461,A,158,1386,0.5,16613,171664,True,36.1,5.26,13.24,630,2207.0,True,True,True,True,True,True,43.3,JEE Main,750
Christian Medical College Vellore,Vellore,Tamil Nadu,Private,1900,199,A++,226,1192,0.1,692296,103947,True,79.7,6.97,28.37,236,1853.6,False,True,True,True,True,True,2.4,NEET UG,150
Gandhi Academy of Education Baramulla,Baramulla,J&K,Deemed,1909,,A+,196,1099,4.2,,97839,False,74.7,4.07,15.73,633,1429.0,True,True,True,True,True,True,79.8,AP EAMCET,4593
Modern Institute of Dental Sciences Imphal,Imphal,Manipur,Private,1915,,B+,205,114,51.5,1068293,100065,True,80.0,11.18,63.4,465,925.2,True,False,False,True,False,False,4.8,COMEDK,5876
Jammu Autonomous College of Journalism,Jammu,Jammu & Kashmir,Autonomous,1926,91,A,113,1314,6.0,207848,164722,True,51.5,5.15,13.61,86,1375.5,True,True,True,True,True,False,22.9,GATE,7903
Modern Institute of Social Work Coimbatore,Coimbatore,Tamil Nadu,Private,1870,,B+,139,830,8.2,1769290,116451,True,97.0,24.84,162.65,98,186.8,False,True,True,True,True,True,20.2,TNEA,6792
Korba Autonomous College of Management,Korba,Chhattisgarh,Autonomous,1945,,B++,16,1111,0.1,122990,87902,False,45.7,2.84,10.31,322,1955.3,False,False,True,False,False,True,15.3,JEE Main,160
Vivekananda Deemed University Chennai,Chennai,Tamil Nadu,Deemed,1912,243,A+,204,1269,4.6,321954,126546,True,51.6,9.77,43.08,205,1997.5,True,False,True,True,True,True,60.0,NEET UG,5857
Academy of Science Berhampur,Berhampur,Odisha,Deemed,2013,143,A+,26,1143,4.8,205486,117963,False,75.4,,,238,297.2,False,True,False,False,True,False,55.9,CLAT,5498
Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,Government,1960,,A+,65,585,1.2,30418,60716,True,76.7,8.0,35.34,575,1693.5,True,False,False,True,False,False,82.7,JEE Main,700
Padmavati College of Pharmacy and Research Naharlagun,Naharlagun,Arunachal Pradesh,Private,1985,491,A,178,1307,0.4,240404,83498,True,30.1,2.23,12.23,312,1815.5,True,True,True,True,True,True,44.8,State Level,585
Chanakya Institute of Arts Tura,Tura,Meghalaya,Private,1932,397,,111,144,21.5,153958,162562,True,47.4,4.36,23.66,419,1636.6,True,True,True,True,True,False,30.9,WBJEE,3090
Autonomous College of Ayurveda Dimapur,Dimapur,Nagaland,Autonomous,2014,,B+,226,461,14.3,135158,152644,False,49.7,4.95,19.87,498,521.0,True,True,False,True,False,False,19.4,AP EAMCET,6602
Galgotias Foundation Fine Arts College Jorhat,Jorhat,Assam,Private,1932,83,A,186,406,13.1,1094186,98992,True,84.7,10.34,61.38,210,310.5,True,True,True,True,True,True,23.1,UPSEE,5321
District Social Work College Tura,Tura,Meghalaya,Government,1927,86,A,182,790,1.8,39256,141736,True,75.1,10.23,44.38,455,2104.0,True,True,True,True,True,False,75.4,CAT,1393
Anantnag Institute of Physical Education,Anantnag,Jammu & Kashmir,Private,2002,,B++,27,253,17.9,1679444,156627,False,87.2,25.1,159.76,391,1387.9,False,False,True,False,False,False,52.1,State Level,4524
Patel University Warangal,Warangal,Telangana,Private,1853,2,A,200,1344,3.5,1848785,130560,True,95.1,,,563,1390.4,False,True,False,False,False,False,35.8,JEE Advanced,4740
Rani Foundation Management College Kollam,Kollam,Kerala,Private,1930,192,B+,187,1006,6.4,768141,72951,False,72.3,7.87,42.28,377,2148.9,True,False,True,False,True,False,56.3,WBJEE,6399
Korba Government Medical Sciences College,Korba,Chhattisgarh,Government,2020,60,B++,49,876,3.8,72133,84058,True,75.7,12.2,33.8,647,1807.4,True,True,False,True,False,False,56.8,UPSEE,3355
Deemed Institute of Physical Education Durg,Durg,Chhattisgarh,Deemed,1851,435,A,55,1216,5.2,206642,149142,True,26.2,3.97,15.53,223,2201.8,True,True,True,False,True,True,64.6,KCET,6381
Babasaheb Foundation Applied Sciences College Anantnag,Anantnag,Jammu & Kashmir,Private,1924,15,B++,214,533,3.7,1148392,55153,True,95.9,15.7,103.55,97,1722.0,True,False,True,True,True,True,36.2,TNEA,1961
Saraswati Deemed University New Delhi,New Delhi,Delhi,Deemed,1900,229,B+,17,834,4.4,154326,154951,False,50.3,3.27,19.42,17,15.4,False,True,False,False,False,False,6.6,UPSEE,3631
IISER Thiruvananthapuram,Thiruvananthapuram,Kerala,Government,2008,84,A,159,1075,0.1,193748,105245,True,90.3,25.74,89.43,450,249.7,False,False,False,True,True,True,59.9,IAT,150
Prime College of Information Technology Korba,Korba,Chhattisgarh,Private,1977,4,B++,106,495,1.2,1809344,94764,True,89.5,27.18,146.02,224,1543.3,False,True,False,True,False,False,69.6,TNEA,611
Jawaharlal Nehru University,New Delhi,Delhi,Government,1969,123,A++,214,848,2.9,,95442,True,67.8,11.77,45.89,363,2386.6,True,True,True,True,True,True,68.6,JNUEE,2500
Kashmir University,Srinagar,Jammu & Kashmir,Government,1948,,A,16,1306,0.6,9720,29667,False,55.7,3.96,8.3,258,1753.8,False,True,False,True,False,False,12.0,CUET,800
Government Model College Patna,Patna,Bihar,Government,1852,438,B++,88,687,6.9,23147,135180,True,43.1,5.03,26.37,503,1732.4,False,True,False,True,True,False,42.6,NATA,4710
Kalam Academy of Fashion Design Madurai,Madurai,Tamil Nadu,deemed,1988,,B+,159,1027,5.2,295958,94834,False,30.9,3.44,7.85,417,2005.3,True,False,True,True,True,False,37.3,CLAT,5314
Modern Institute of Hotel Management Mapusa,Mapusa,Goa,Private,1932,,B++,182,1010,5.9,397902,48192,True,35.9,,,331,1665.0,True,True,True,True,True,True,52.1,State Level,5936
Lucknow University,Lucknow,Uttar Pradesh,Government,1920,183,A+,178,1097,2.3,57904,57563,True,82.7,5.98,41.33,145,,True,False,False,True,False,False,4.1,Own Entrance,2500
Phagwara Autonomous College of Hotel Management,Phagwara,Punjab,Autonomous,1922,203,A++,239,1116,5.3,172301,173026,False,61.3,7.23,24.43,377,1065.9,True,True,False,False,False,True,51.8,VITEEE,5963
Autonomous College of Physical Education Agartala,Agartala,Tripura,Autonomous,1979,,B+,7,1389,4.6,89656,71802,True,33.8,3.59,7.64,279,2209.1,False,True,False,False,False,False,49.8,SRMJEEE,6353
Gujarat University,Ahmedabad,Gujarat,Government,1949,59,A+,245,1292,1.5,20482,179365,True,81.9,8.8,31.37,595,1485.3,True,True,False,True,True,True,45.1,Own Entrance,2000
Agartala Science Autonomous College,Agartala,Tripura,Autonomous,1931,435,B,221,796,9.2,88429,151606,True,40.3,4.06,10.75,441,902.6,True,False,False,True,False,True,12.0,SRMJEEE,7314
Modern Institute of Architecture Gwalior,Gwalior,M.P.,Private,1868,187,B++,162,842,3.8,489305,140624,True,57.0,11.52,43.05,208,1573.1,True,True,True,True,True,True,64.6,JEE Main,3160
Galgotias College of Pharmacy and Research Roorkee,Roorkee,Uttarakhand,Private,1945,,A+,164,337,2.1,724366,68665,True,60.9,5.88,31.21,45,1771.8,True,True,True,True,True,True,83.4,AP EAMCET,697
Patel Institute of Commerce Imphal,Imphal,Manipur,Private,2022,,A+,186,1130,5.2,525888,67512,True,58.0,6.41,17.29,532,,True,True,True,True,True,True,33.6,JEE Advanced,5856
Government College of Architecture Dharamsala,Dharamsala,Himachal Pradesh,Government,1890,23,B++,8,886,1.6,254735,70327,True,98.9,29.95,171.21,21,267.2,False,True,True,True,False,True,28.1,CUET,1382
Deemed Institute of Applied Sciences Srinagar,Srinagar,Jammu & Kashmir,Deemed,1890,,A,146,481,6.9,140118,96070,True,49.0,5.64,20.63,264,2350.2,True,True,True,True,False,True,4.0,COMEDK,3300
Modern Institute of Technology Chandigarh,Chandigarh,Chandigarh,Private,1944,,B+,26,1409,3.2,198018,97026,True,31.3,5.03,28.4,491,944.4,True,True,False,True,True,True,35.5,TNEA,4512
Cochin University of Science and Technology,Kochi,Kerala,Government,1971,192,A+,211,335,3.6,85507,144130,True,70.5,7.25,45.59,484,2287.0,True,True,True,True,True,True,48.2,CUSAT CAT,1200
Modern Institute of Dental Sciences Dimapur,Dimapur,Nagaland,Private,1968,269,B,68,,,304441,47109,False,56.2,3.0,17.67,31,1183.0,True,True,True,True,True,False,78.4,NEET UG,537
Kharagpur Government Commerce College,Kharagpur,West Bengal,Government,1894,80,B+,20,387,9.6,42849,109443,True,66.2,11.02,48.67,599,1448.4,True,False,True,False,True,False,18.4,MHT CET,3720
Government Journalism College Puri,Puri,Odisha,Government,1911,100,B++,110,1296,3.0,134639,101215,True,92.7,28.19,119.98,107,27.7,False,True,False,False,False,False,11.8,Own Entrance,3904
Government Model College Sambalpur,Sambalpur,Odisha,Government,1930,110,,30,45,45.7,51807,118381,False,66.4,10.45,29.24,250,1339.5,True,True,False,False,True,False,46.9,CUET,2056
Gujarat National Law University,Gandhinagar,Gujarat,Government,2003,,A,163,963,0.1,95412,165467,False,87.3,18.64,54.72,64,2164.1,False,False,False,False,True,True,81.0,CLAT,100
