name,city,state,type,established_year,nirf_ranking,naac_grade,courses_offered,faculty_count,student_faculty_ratio,avg_annual_fee,hostel_fee,scholarship_available,placement_rate,avg_package_lpa,highest_package_lpa,companies_visiting,campus_area_acres,has_library,has_hostel,has_sports,has_wifi,has_lab,has_hospital,acceptance_rate,entrance_exams_accepted,total_intake,institution_age,fee_category,region,infrastructure_score,naac_numeric
NMIMS Mumbai,Mumbai,Maharashtra,Deemed,1981,,A++,204,318.0,4.7,984199.0,103376,True,84.1,11.27,75.71,608,274.2,True,True,True,True,True,True,9.9,NMAT,1500,45,High (>5L),West,6,6
Mumbai College of Information Technology,Mumbai,Maharashtra,Private,1911,158.0,A,44,131.0,51.3,385658.0,122214,True,77.3,6.97,43.14,155,1497.7,True,True,True,True,True,True,53.2,University Entrance,6725,115,Medium (1-5L),West,6,4
Kerala State Physical Education College Kollam,Kollam,Kerala,Government,1992,437.0,B,238,290.0,10.0,41957.0,171630,True,48.1,4.84,11.94,112,1997.9,False,False,False,False,True,False,51.5,SRMJEEE,2899,34,Low (<1L),South,1,1
Imphal Autonomous College of Pharmacy,Imphal,Manipur,Autonomous,1873,84.0,B+,167,679.0,8.1,93250.0,129534,True,66.9,6.87,34.71,318,309.7,True,False,True,False,False,False,1.7,MHT CET,5529,153,Low (<1L),Other,2,2
Rani Deemed University Chandigarh,Chandigarh,Chandigarh,Deemed,1935,181.0,A,206,464.0,0.7,373295.0,90723,True,69.5,7.48,36.47,92,1551.9,True,True,True,False,True,True,29.2,SRMJEEE,327,91,Medium (1-5L),North,5,4
Indian Institute of Science,Bangalore,Karnataka,Government,1909,,A++,211,1026.0,0.4,62953.0,159159,False,76.5,7.73,21.82,312,1866.9,False,False,True,False,True,False,29.5,KVPY/JEE,400,117,Low (<1L),South,2,6
Government College of Science Jammu,Jammu,Jammu & Kashmir,Government,1986,9.0,A++,89,416.0,7.4,129295.0,162036,False,89.5,32.51,112.7,346,995.3,True,True,True,True,True,True,24.1,GATE,3098,40,Medium (1-5L),North,6,6
Jorhat College of Information Technology,Jorhat,Assam,Private,1958,234.0,B,30,753.0,7.5,243397.0,176541,True,54.4,3.6,21.66,215,1284.7,True,False,True,True,True,True,22.9,VITEEE,5665,68,Medium (1-5L),Northeast,5,1
Radhakrishnan Foundation Dental Sciences College Jamshedpur,Jamshedpur,Jharkhand,Private,1885,259.0,B++,144,718.0,4.1,142399.0,91514,True,25.8,3.34,20.58,18,2070.1,True,False,False,True,False,False,79.1,BITSAT,2921,141,Medium (1-5L),East,2,3
State Institute of Ayurveda Itanagar,Itanagar,Arunachal Pradesh,Government,2019,,B,191,1355.0,3.3,19615.0,78511,True,46.8,5.12,33.37,154,2177.6,True,True,False,True,True,False,18.6,University Entrance,4501,7,Low (<1L),Northeast,4,1
Government College of Education Hamirpur,Hamirpur,Himachal Pradesh,Government,1892,101.0,B+,21,837.0,7.4,15128.0,21707,True,80.4,8.07,32.5,66,293.7,False,True,False,False,True,True,83.3,VITEEE,6223,134,Low (<1L),North,3,2
Ambala Fashion Design Autonomous College,Ambala,Haryana,Autonomous,1993,,B++,79,899.0,3.6,324391.0,33893,True,90.5,14.6,33.57,38,888.3,True,True,True,True,True,True,8.4,JEE Advanced,3206,33,Medium (1-5L),North,6,3
District Veterinary Science College Hisar,Hisar,Haryana,Government,1960,,A+,50,1341.0,1.3,277546.0,26014,False,98.3,27.72,92.84,95,356.1,True,True,True,True,True,True,24.0,VITEEE,1808,66,Medium (1-5L),North,6,5
Amrita Foundation Homeopathy College Alappuzha,Alappuzha,Kerala,Private,1875,158.0,B+,238,325.0,4.9,674554.0,81534,True,68.0,10.87,30.51,433,500.6,False,True,False,False,False,False,65.0,TNEA,1583,151,High (>5L),South,1,2
Rajendra Prasad University Aizawl,Aizawl,Mizoram,Private,1942,,B,209,1396.0,4.2,523141.0,25524,False,72.4,11.24,24.44,65,1727.3,True,True,False,True,True,False,67.3,VITEEE,5922,84,High (>5L),Northeast,4,1
Autonomous College of Education Tura,Tura,Meghalaya,Autonomous,1952,158.0,B,161,744.0,1.9,60123.0,119045,True,49.3,7.67,19.82,621,1091.6,True,True,True,False,False,True,41.1,WBJEE,1410,74,Low (<1L),Northeast,4,1
Chanakya Autonomous Institute Delhi,Delhi,Delhi,Autonomous,1960,363.0,B++,43,149.0,21.4,42104.0,121249,True,51.15,3.32,20.21,158,1827.1,True,True,False,False,True,False,7.7,NEET UG,3196,66,Low (<1L),North,3,3
Tilak Autonomous Institute Aizawl,Aizawl,Mizoram,Autonomous,1914,211.0,A++,237,609.0,1.4,88841.0,31016,True,71.5,4.44,22.29,217,1802.5,True,True,False,False,True,True,36.1,TS EAMCET,823,112,Low (<1L),Northeast,4,6
Excel Institute of Pharmacy Rewa,Rewa,Madhya Pradesh,Private,1933,,A+,232,259.0,4.9,1392576.0,32747,True,80.7,22.7,106.63,199,2294.8,True,True,False,False,False,False,21.5,NATA,1276,93,High (>5L),Central,2,5
Aurobindo Academy of Architecture Rajahmundry,Rajahmundry,Andhra Pradesh,Deemed,1953,313.0,B+,97,384.0,0.5,213146.0,89763,False,36.9,2.5,12.31,322,2310.1,True,True,True,True,True,True,73.4,CLAT,207,73,Medium (1-5L),South,6,2
Guru Gobind Singh Academy of Hotel Management Margao,Margao,Goa,Deemed,2019,86.0,A,154,1294.0,2.8,941258.0,167682,False,84.3,16.72,87.82,540,2341.5,True,True,True,True,True,False,59.4,CAT,3561,7,High (>5L),West,5,4
Government Veterinary Science College Puducherry,Puducherry,Puducherry,Government,1995,,A,84,701.0,0.2,206576.0,47886,True,91.0,20.18,107.56,357,2357.0,False,True,False,False,False,False,79.6,NEET UG,112,31,Medium (1-5L),South,1,4
MICA Ahmedabad,Ahmedabad,Gujarat,Private,1991,201.0,A+,50,395.0,0.5,258624.0,77517,True,70.5,11.86,46.75,252,1482.1,False,False,False,False,False,False,68.7,MICAT,200,35,Medium (1-5L),West,0,5
Government College of Physical Education Raipur,Raipur,Chhattisgarh,Government,1927,487.0,B,107,821.0,6.3,9311.0,46693,True,53.7,8.07,32.5,108,1544.0,True,True,True,False,True,True,35.5,Own Entrance,5189,99,Low (<1L),Central,5,1
Government Model College Thrissur,Thrissur,Kerala,Government,1892,18.0,A+,206,299.0,20.6,104522.0,133401,False,98.2,24.03,165.83,463,2323.8,False,False,True,True,True,True,63.9,GATE,6169,134,Medium (1-5L),South,4,5
St Johns Medical College,Bangalore,Karnataka,Private,1963,85.0,A+,236,1185.0,0.1,603951.0,23235,True,62.9,7.1,17.21,258,1430.8,False,True,True,True,False,False,15.2,NEET UG,150,63,High (>5L),South,3,5
Alappuzha Social Work Autonomous College,Alappuzha,Kerala,Autonomous,1986,158.0,B,60,469.0,13.7,92714.0,72508,True,29.7,4.21,11.18,166,355.8,True,True,True,True,False,True,14.6,MHT CET,6444,40,Low (<1L),South,5,1
Government College of Technology Bathinda,Bathinda,Punjab,Government,1944,228.0,A,71,299.0,25.6,55845.0,40403,False,78.5,12.49,73.37,226,1045.6,True,False,False,False,False,True,34.0,TS EAMCET,7663,82,Low (<1L),North,2,4
Jai Prakash Autonomous Institute Naharlagun,Naharlagun,Arunachal Pradesh,Autonomous,1896,,B++,229,1160.0,6.7,133068.0,177975,False,20.8,4.52,25.72,569,251.2,True,True,True,False,True,False,79.0,CUET,7724,130,Medium (1-5L),Northeast,4,3
Government Model College Amravati,Amravati,Maharashtra,Government,1946,362.0,B++,139,679.0,2.1,28068.0,39910,True,56.7,2.42,4.86,447,201.3,True,True,True,True,True,True,33.1,CAT,1393,80,Low (<1L),West,6,3
Prime College of Science Hubli,Hubli,Karnataka,Private,1964,120.0,B++,194,524.0,0.3,603155.0,133132,True,55.6,6.69,33.17,76,1460.6,False,True,False,False,False,True,24.4,Own Entrance,175,62,High (>5L),South,2,3
Sri Nehru Institute of Arts Vasco da Gama,Vasco da Gama,Goa,Private,1868,230.0,A,22,1170.0,1.3,391036.0,78546,True,55.9,9.29,58.21,621,1673.2,True,True,True,True,False,True,19.3,TS EAMCET,1561,158,Medium (1-5L),West,5,4
Autonomous College of Fashion Design Hubli,Hubli,Karnataka,Autonomous,1925,221.0,B++,194,1319.0,4.2,67052.0,36529,False,51.15,2.8,11.88,613,92.8,False,False,False,False,False,False,58.4,CLAT,5481,101,Low (<1L),South,0,3
Anand College of Physical Education,Anand,Gujarat,Private,1930,,A,169,779.0,5.1,668014.0,162447,False,77.4,11.95,81.13,349,1837.0,True,True,True,True,True,True,17.2,CLAT,4005,96,High (>5L),West,6,4
Institute of Hotel Management Mumbai,Mumbai,Maharashtra,Government,1970,93.0,A+,68,509.0,0.5,49400.0,60704,True,66.9,14.32,56.55,300,1109.0,True,False,False,False,False,False,11.6,NCHM JEE,250,56,Low (<1L),West,1,5
Radhakrishnan Deemed University Ahmedabad,Ahmedabad,Gujarat,Deemed,1945,200.0,B++,178,1423.0,3.0,469605.0,177023,False,52.4,7.51,34.33,162,296.2,True,False,False,True,True,False,73.2,University Entrance,4214,81,Medium (1-5L),West,3,3
Sapru Academy of Law Bhavnagar,Bhavnagar,Gujarat,Deemed,1876,166.0,A,11,697.0,3.2,95093.0,56305,True,53.6,5.82,20.08,683,146.4,True,False,False,True,True,True,29.7,CAT,2211,150,Low (<1L),West,4,4
Deemed Institute of Nursing Kurukshetra,Kurukshetra,Haryana,Deemed,1942,168.0,A,131,1145.0,4.7,489908.0,24474,True,57.8,9.47,44.71,379,98.7,True,False,False,False,False,True,74.5,State Level,5381,84,Medium (1-5L),North,2,4
Nehru Autonomous Institute Kannur,Kannur,Kerala,Autonomous,1935,176.0,A,80,437.0,8.4,146935.0,45641,True,46.5,5.3,35.19,203,1007.9,True,True,True,False,True,True,50.9,JEE Advanced,3675,91,Medium (1-5L),South,5,4
Government Medical Sciences College Berhampur,Berhampur,Odisha,Government,1904,268.0,A,138,1177.0,4.3,40732.0,46705,True,30.2,4.28,26.19,139,434.9,True,True,True,True,True,False,57.5,SRMJEEE,5094,122,Low (<1L),East,5,4
Autonomous College of Law Aizawl,Aizawl,Mizoram,Autonomous,1881,99.0,B,154,642.0,8.2,249836.0,120873,False,61.1,5.68,31.42,164,2439.1,False,False,False,False,True,False,25.3,UPSEE,5258,145,Medium (1-5L),Northeast,1,1
Academy of Law Patna,Patna,Bihar,Deemed,1942,,B++,66,491.0,9.5,297512.0,57485,True,45.7,4.07,14.1,699,1232.2,True,False,True,False,True,True,80.9,UPSEE,4666,84,Medium (1-5L),East,4,3
Aizawl Autonomous College of Technology,Aizawl,Mizoram,Autonomous,1868,444.0,A,212,454.0,1.6,98491.0,43936,True,45.5,3.25,17.68,194,2429.7,True,False,False,True,True,False,31.7,CLAT,741,158,Low (<1L),Northeast,3,4
State Institute of Homeopathy Dimapur,Dimapur,Nagaland,Government,1983,,B++,142,928.0,7.0,14807.0,110570,True,47.9,5.84,17.82,114,2277.8,True,False,False,False,True,True,32.8,UPSEE,6539,43,Low (<1L),Northeast,3,3
Government Veterinary Science College Hamirpur,Hamirpur,Himachal Pradesh,Government,1985,482.0,B++,230,215.0,15.9,46060.0,60255,False,58.1,3.46,7.66,375,2424.7,True,True,True,True,True,True,61.7,WBJEE,3408,41,Low (<1L),North,6,3
Global Academy of Social Work Imphal,Imphal,Manipur,Private,1912,170.0,A,118,278.0,11.8,707879.0,143346,True,60.5,7.22,25.11,569,837.9,True,False,True,False,False,False,84.1,COMEDK,3278,114,High (>5L),Other,2,4
Sri Bhagat Singh Institute of Science Haridwar,Haridwar,Uttarakhand,Private,1932,157.0,A+,129,1180.0,5.8,232039.0,30726,True,67.8,6.74,26.53,144,2346.5,False,True,False,False,True,True,5.8,TNEA,6870,94,Medium (1-5L),North,3,5
Autonomous College of Journalism Nainital,Nainital,Uttarakhand,Autonomous,1880,362.0,B+,63,1219.0,4.2,123346.0,65668,False,31.6,2.38,15.65,671,954.3,True,False,True,False,False,True,22.2,SRMJEEE,5123,146,Medium (1-5L),North,3,2
Government College of Pharmacy Margao,Margao,Goa,Government,1911,267.0,A,128,1469.0,0.8,32692.0,171948,True,71.9,3.02,15.85,680,,False,False,False,False,False,True,42.7,CAT,1204,115,Low (<1L),West,1,4
Sri Kalam Institute of Commerce Bellary,Bellary,Karnataka,Private,1858,167.0,A+,70,1292.0,2.5,591286.0,138150,True,72.4,11.93,34.98,211,500.3,False,False,False,False,False,False,9.4,GATE,3177,168,High (>5L),South,0,5
Shivaji Foundation Science College Imphal,Imphal,Manipur,Private,2017,92.0,A,76,507.0,12.5,1803293.0,94172,True,80.4,5.48,25.145,427,258.2,True,True,True,True,True,True,62.0,WBJEE,6339,9,High (>5L),Other,6,4
Government Model College Silchar,Silchar,Assam,Government,1993,218.0,B+,224,824.0,5.8,99818.0,24506,True,73.3,14.3,35.4,226,599.4,False,False,True,False,True,False,57.8,CUET,4777,33,Low (<1L),Northeast,2,2
State Institute of Engineering Jaipur,Jaipur,Rajasthan,Government,1899,,A++,221,1382.0,3.2,67074.0,157335,False,81.9,11.3,67.01,652,388.2,True,True,True,True,False,False,77.3,BITSAT,4467,127,Low (<1L),North,4,6
FLAME University,Pune,Maharashtra,Private,2015,,A,132,366.0,1.4,183728.0,105835,False,55.8,4.52,13.33,537,1168.1,True,False,True,False,True,True,74.8,FLAME Entrance,500,11,Medium (1-5L),West,4,4
Autonomous College of Agriculture Nainital,Nainital,Uttarakhand,Autonomous,1874,43.0,B+,231,363.0,12.1,314029.0,178899,False,88.5,10.18,36.54,137,265.3,False,True,False,False,False,True,59.5,CAT,4400,152,Medium (1-5L),North,2,2
Ramagundam Government Nursing College,Ramagundam,Telangana,Government,1975,92.0,A+,20,183.0,19.5,195603.0,59903,True,96.3,34.24,78.65,60,362.9,False,True,False,True,True,False,27.6,BITSAT,3570,51,Medium (1-5L),South,3,5
Government Polytechnic Dibrugarh,Dibrugarh,Assam,Government,1931,,A+,125,169.0,1.9,52899.0,91722,False,65.6,10.67,42.79,505,2241.6,True,False,True,True,True,True,79.2,State Level,318,95,Low (<1L),Northeast,5,5
Government Model College Agartala,Agartala,Tripura,Government,1852,280.0,B+,128,750.0,7.3,46367.0,179030,True,59.9,2.47,9.17,638,,True,False,False,False,True,True,1.4,CLAT,5463,174,Low (<1L),Northeast,3,2
Indian Institute of Management Indore,Indore,Madhya Pradesh,Government,1996,143.0,A++,97,64.0,8.6,65578.0,49555,False,70.5,11.38,26.8,334,331.7,True,True,True,True,False,True,73.3,CAT,550,30,Low (<1L),Central,5,6
Indian Institute of Technology Bhilai,Bhilai,Chhattisgarh,Government,2016,367.0,A,172,342.0,0.8,42727.0,70970,True,55.1,3.54,14.15,15,2231.9,True,False,True,False,False,False,73.3,JEE Advanced,260,10,Low (<1L),Central,2,4
Goa State Veterinary Science College Mapusa,Mapusa,Goa,Government,1977,,B+,17,372.0,5.1,60537.0,156460,False,67.7,9.09,25.6,93,1571.2,True,True,True,True,True,True,29.1,NATA,1886,49,Low (<1L),West,6,2
Ujjain College of Management,Ujjain,Madhya Pradesh,Private,1854,410.0,B++,186,1116.0,3.9,130900.0,22996,True,37.8,3.38,6.98,516,2468.0,True,False,False,False,True,False,83.3,KCET,4361,172,Medium (1-5L),Central,2,3
Bhavnagar Government Social Work College,Bhavnagar,Gujarat,Government,1870,29.0,A+,149,1164.0,1.8,126948.0,164757,True,96.5,14.39,58.63,146,2183.0,False,False,True,False,True,False,33.3,NEET UG,2092,156,Medium (1-5L),West,2,5
Bhubaneswar Institute of Information Technology (Deemed),Bhubaneswar,Odisha,Deemed,1965,,A,35,560.0,13.6,160420.0,148799,True,51.0,4.96,24.42,636,2457.3,True,True,True,True,False,True,82.8,CAT,7604,61,Medium (1-5L),East,5,4
Mahatma Gandhi Deemed University Kharagpur,Kharagpur,West Bengal,Deemed,1931,,B++,73,722.0,4.4,565529.0,96177,False,74.6,4.14,21.98,20,71.7,True,True,True,True,True,True,28.3,NEET UG,3209,95,High (>5L),East,6,3
Raman Autonomous Institute Baramulla,Baramulla,J&K,Autonomous,1901,16.0,B++,193,1050.0,1.2,124445.0,141451,True,90.1,9.21,34.06,141,636.7,False,True,False,True,False,True,17.1,CLAT,1254,125,Medium (1-5L),Other,3,3
Sri Usha Institute of Technology Vellore,Vellore,Tamil Nadu,Private,1942,205.0,B++,84,1426.0,1.6,201227.0,127406,False,47.9,2.57,8.67,482,153.8,True,True,False,True,True,True,15.5,BITSAT,2265,84,Medium (1-5L),South,5,3
Autonomous College of Nursing Kalyani,Kalyani,West Bengal,Autonomous,1981,9.0,A,86,260.0,20.8,457592.0,73520,True,79.6,6.26,34.23,369,84.0,True,False,False,True,True,True,69.3,CLAT,5412,45,Medium (1-5L),East,4,4
Kolkata Autonomous College of Education,Kolkata,West Bengal,Autonomous,1903,287.0,B,162,429.0,0.5,82284.0,88079,True,47.6,2.6,18.14,181,105.5,False,False,False,False,True,False,26.0,UPSEE,230,123,Low (<1L),East,1,1
Global Academy of Management Bhavnagar,Bhavnagar,Gujarat,Private,1864,,B++,192,803.0,8.5,261043.0,94706,True,61.1,5.48,25.145,463,1493.6,True,True,False,False,False,False,39.1,VITEEE,6834,162,Medium (1-5L),West,2,3
Government College of Dental Sciences Aligarh,Aligarh,Uttar Pradesh,Government,1922,80.0,B++,36,660.0,11.9,79599.0,48172,True,78.8,5.32,20.48,271,954.8,True,True,True,True,True,False,46.2,Own Entrance,7878,104,Low (<1L),North,5,3
Academy of Social Work Chandigarh,Chandigarh,Chandigarh,Deemed,1960,203.0,A,156,1263.0,4.9,320674.0,99580,True,53.4,7.13,48.97,110,355.1,True,True,True,True,False,False,79.9,NATA,6198,66,Medium (1-5L),North,4,4
District Fine Arts College Bhopal,Bhopal,Madhya Pradesh,Government,1981,31.0,A+,17,265.0,8.0,261206.0,111048,True,87.0,22.36,67.9,79,1647.4,True,True,True,True,True,True,69.9,CAT,2121,45,Medium (1-5L),Central,6,5
Chandigarh Law Autonomous College,Chandigarh,Chandigarh,Autonomous,1865,,A+,179,709.0,4.6,224510.0,29993,True,76.8,17.6,37.91,286,2175.7,True,True,True,True,True,True,44.7,State Level,3240,161,Medium (1-5L),North,6,5
Academy of Education Howrah,Howrah,West Bengal,Deemed,1987,72.0,A,154,847.0,4.5,309813.0,174022,True,86.1,12.12,52.01,193,425.5,True,True,True,True,True,True,36.8,CLAT,3776,39,Medium (1-5L),East,6,4
Global Academy of Engineering Sambalpur,Sambalpur,Odisha,Private,1962,4.0,B++,73,1217.0,3.7,700735.0,78545,True,94.3,18.91,101.28,415,424.3,True,False,True,True,True,True,71.8,NATA,4514,64,High (>5L),East,5,3
Bose Deemed University Gaya,Gaya,Bihar,Deemed,1943,93.0,A+,127,184.0,30.0,391820.0,76223,True,75.5,18.86,118.72,14,969.0,False,False,True,True,False,False,79.1,NEET UG,5520,83,Medium (1-5L),East,2,5
Aryabhatta Autonomous Institute Jammu,Jammu,Jammu & Kashmir,Autonomous,1953,,B++,143,1472.0,2.7,163433.0,143324,True,46.8,3.51,21.87,132,2353.7,True,True,True,True,True,True,51.4,SRMJEEE,3913,73,Medium (1-5L),North,6,3
Kamla Nehru Deemed University Haldwani,Haldwani,Uttarakhand,Deemed,1987,,B++,208,754.0,9.7,534295.0,110127,True,58.7,5.32,36.29,437,2177.3,False,True,False,False,False,False,39.0,VITEEE,7316,39,High (>5L),North,1,3
Autonomous College of Ayurveda Vellore,Vellore,Tamil Nadu,Autonomous,1961,162.0,A+,52,229.0,2.4,123346.0,110495,True,63.2,8.29,29.66,356,643.0,True,True,True,True,True,True,74.5,JEE Main,560,65,Medium (1-5L),South,6,5
Mapusa Government Information Technology College,Mapusa,Goa,Government,1888,379.0,B++,31,876.0,4.7,37443.0,33718,True,41.0,3.63,7.48,440,2101.2,False,False,False,True,False,False,27.0,CUET,4101,138,Low (<1L),West,1,3
Government Polytechnic Thane,Thane,Maharashtra,Government,1992,,A++,164,467.0,1.1,68621.0,127630,False,72.6,14.55,34.72,264,2379.2,False,False,False,True,True,True,32.8,JEE Advanced,529,34,Low (<1L),West,3,6
District Homeopathy College Gandhinagar,Gandhinagar,Gujarat,Government,1854,151.0,B+,106,624.0,11.9,65672.0,92115,True,78.2,6.18,42.62,211,1481.2,False,False,True,True,False,True,26.0,COMEDK,7401,172,Low (<1L),West,3,2
Sri Rani Institute of Veterinary Science Kannur,Kannur,Kerala,Private,2001,300.0,B+,48,1188.0,5.8,245461.0,161658,True,37.8,3.93,22.57,366,2009.5,False,True,True,False,False,False,29.3,VITEEE,6834,25,Medium (1-5L),South,2,2
Prime College of Applied Sciences Imphal,Imphal,Manipur,Private,2002,262.0,B+,106,812.0,3.3,341477.0,113320,True,38.8,3.33,13.69,461,2011.4,True,True,False,True,False,True,82.0,BITSAT,2644,24,Medium (1-5L),Other,4,2
Government Applied Sciences College Sambalpur,Sambalpur,Odisha,Government,1936,53.0,A+,99,782.0,4.3,28061.0,117165,True,85.0,6.03,30.83,264,394.4,False,True,True,False,True,True,79.5,VITEEE,3381,90,Low (<1L),East,4,5
Guru Gobind Singh Institute of Fine Arts Kolkata,Kolkata,West Bengal,Private,1880,243.0,A+,220,961.0,1.4,569970.0,53116,True,61.4,9.64,66.01,13,2078.7,False,True,True,True,False,True,49.3,COMEDK,1327,146,High (>5L),East,4,5
District Nursing College Nizamabad,Nizamabad,Telangana,Government,1972,184.0,A,92,885.0,6.7,28537.0,148683,False,80.2,7.02,38.01,593,180.8,True,True,False,True,False,False,83.8,COMEDK,5905,54,Low (<1L),South,3,4
District Commerce College Alappuzha,Alappuzha,Kerala,Government,1953,146.0,A+,240,1379.0,0.2,16047.0,144888,False,65.5,5.43,18.84,291,279.9,True,False,True,True,False,True,19.7,WBJEE,272,73,Low (<1L),South,4,5
Vellore Institute of Technology,Vellore,Tamil Nadu,Private,1984,57.0,A++,147,1356.0,3.7,649956.0,167053,True,81.3,10.55,53.47,36,1523.3,False,False,False,True,False,False,56.3,VITEEE,5000,42,High (>5L),South,1,6
Naharlagun Management Autonomous College,Naharlagun,Arunachal Pradesh,Autonomous,1912,,B++,246,100.0,77.9,123346.0,75738,True,30.0,2.22,10.4,642,238.0,True,True,True,True,True,True,66.9,JEE Advanced,7792,114,Medium (1-5L),Northeast,6,3
Government Agriculture College Anantnag,Anantnag,Jammu & Kashmir,Government,1904,225.0,B+,210,1032.0,7.5,46534.0,152621,True,63.1,8.07,32.5,430,1362.2,False,False,True,False,False,False,82.0,NATA,7734,122,Low (<1L),North,1,2
Amrita Autonomous Institute Ahmedabad,Ahmedabad,Gujarat,Autonomous,1883,87.0,B+,76,1154.0,3.0,129385.0,136228,True,84.0,6.75,16.79,208,1638.5,True,False,True,False,True,True,62.9,NEET UG,3497,143,Medium (1-5L),West,4,2
Government College of Architecture Dibrugarh,Dibrugarh,Assam,Government,1893,,B++,75,1441.0,3.9,14280.0,162826,False,30.7,4.85,33.17,284,77.2,True,False,False,False,True,True,5.4,Own Entrance,5615,133,Low (<1L),Northeast,3,3
Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,Government,2008,354.0,A,226,610.0,0.7,25000.0,79662,True,37.8,4.64,18.52,81,2417.3,True,True,True,True,False,True,24.4,JEE Advanced,400,18,Low (<1L),North,5,4
Sardar University Namchi,Namchi,Sikkim,Private,1877,162.0,A,173,360.0,15.0,257454.0,128034,False,26.7,2.76,13.13,403,2342.9,True,True,True,True,True,True,37.3,COMEDK,5403,149,Medium (1-5L),Northeast,6,4
